date,hour,total_sales
2023-06-03,9,875.48
2023-06-03,10,838.45
2023-06-03,11,1405.84
2023-06-03,12,651.62
2023-06-03,13,568.44
2023-06-03,14,599.43
2023-06-03,15,322.61
2023-06-03,16,595.87
2023-06-03,17,1407.03
2023-06-03,18,449.96
2023-06-03,19,338.26
2023-06-03,20,439.11
2023-06-03,21,411.44
2023-06-04,8,704.5
2023-06-04,9,520.12
2023-06-04,10,358.8
2023-06-04,11,1043.59
2023-06-04,12,893.21
2023-06-04,13,634.16
2023-06-04,14,1102.15
2023-06-04,15,807.45
2023-06-04,16,1391.54
2023-06-04,17,505.94
2023-06-04,18,542.72
2023-06-04,19,305.87
2023-06-04,20,920.48
2023-06-04,21,489.19
2023-06-05,8,117.74
2023-06-05,9,265.05
2023-06-05,10,332.95
2023-06-05,11,528.08
2023-06-05,12,617.45
2023-06-05,13,377.39
2023-06-05,14,334.91
2023-06-05,15,390.18
2023-06-05,16,509.57
2023-06-05,17,375.33
2023-06-05,18,482.13
2023-06-05,19,244.58
2023-06-05,20,377.9
2023-06-05,21,228.26
2023-06-06,8,271.38
2023-06-06,9,331.2
2023-06-06,10,270.62
2023-06-06,11,719.27
2023-06-06,12,654.68
2023-06-06,13,226.49
2023-06-06,14,310.27
2023-06-06,15,212.58
2023-06-06,16,271.59
2023-06-06,17,825.58
2023-06-06,18,722.71
2023-06-06,19,254.55
2023-06-06,20,163.72
2023-06-06,21,446.13
2023-06-07,8,357.21
2023-06-07,9,336.53
2023-06-07,10,391.0
2023-06-07,11,687.37
2023-06-07,12,540.21
2023-06-07,13,908.07
2023-06-07,14,209.27
2023-06-07,15,123.65
2023-06-07,16,151.25
2023-06-07,17,298.04
2023-06-07,18,896.0
2023-06-07,19,157.92
2023-06-07,20,231.76
2023-06-07,21,450.55
2023-06-08,8,390.13
2023-06-08,9,329.41
2023-06-08,10,193.09
2023-06-08,11,433.01
2023-06-08,12,310.72
2023-06-08,13,319.91
2023-06-08,14,460.29
2023-06-08,15,225.17
2023-06-08,16,221.0
2023-06-08,17,258.68
2023-06-08,18,281.18
2023-06-08,19,330.51
2023-06-08,20,154.6
2023-06-08,21,402.72
2023-06-09,8,208.3
2023-06-09,9,430.7
2023-06-09,10,559.21
2023-06-09,11,282.19
2023-06-09,12,621.04
2023-06-09,13,498.54
2023-06-09,14,222.65
2023-06-09,15,715.17
2023-06-09,16,609.51
2023-06-09,17,550.47
2023-06-09,18,412.14
2023-06-09,19,614.68
2023-06-09,20,180.0
2023-06-09,21,337.05
2023-06-10,8,750.46
2023-06-10,9,521.09
2023-06-10,10,232.24
2023-06-10,11,720.54
2023-06-10,12,569.05
2023-06-10,13,374.35
2023-06-10,14,571.79
2023-06-10,15,279.43
2023-06-10,16,900.18
2023-06-10,17,729.72
2023-06-10,18,1049.76
2023-06-10,19,780.34
2023-06-10,20,423.11
2023-06-10,21,384.25
2023-06-11,8,309.77
2023-06-11,9,486.44
2023-06-11,10,751.26
2023-06-11,11,777.14
2023-06-11,12,797.55
2023-06-11,13,289.12
2023-06-11,14,691.95
2023-06-11,15,689.81
2023-06-11,16,783.23
2023-06-11,17,565.79
2023-06-11,18,1255.49
2023-06-11,19,619.64
2023-06-11,20,655.63
2023-06-11,21,495.94
2023-06-12,8,360.62
2023-06-12,9,410.13
2023-06-12,10,120.68
2023-06-12,11,531.31
2023-06-12,12,499.31
2023-06-12,13,342.8
2023-06-12,14,423.52
2023-06-12,15,377.01
2023-06-12,16,516.65
2023-06-12,17,241.75
2023-06-12,18,822.34
2023-06-12,19,544.05
2023-06-12,20,265.48
2023-06-12,21,372.6
2023-06-13,8,320.2
2023-06-13,9,175.83
2023-06-13,10,338.74
2023-06-13,11,121.46
2023-06-13,12,551.79
2023-06-13,13,724.52
2023-06-13,14,152.31
2023-06-13,15,161.62
2023-06-13,16,951.31
2023-06-13,17,800.14
2023-06-13,18,237.74
2023-06-13,19,164.52
2023-06-13,20,291.15
2023-06-13,21,462.39
2023-06-14,8,327.01
2023-06-14,9,134.5
2023-06-14,10,533.73
2023-06-14,11,431.05
2023-06-14,12,385.07
2023-06-14,13,279.14
2023-06-14,14,128.81
2023-06-14,15,265.56
2023-06-14,16,374.91
2023-06-14,17,707.35
2023-06-14,18,674.05
2023-06-14,19,319.62
2023-06-14,20,316.01
2023-06-14,21,109.43
2023-06-15,8,163.36
2023-06-15,9,142.29
2023-06-15,10,176.3
2023-06-15,11,590.33
2023-06-15,12,782.71
2023-06-15,13,264.62
2023-06-15,14,384.03
2023-06-15,15,331.54
2023-06-15,16,476.86
2023-06-15,17,619.41
2023-06-15,18,485.47
2023-06-15,19,241.73
2023-06-15,20,216.89
2023-06-15,21,150.01
2023-06-16,8,272.46
2023-06-16,9,93.37
2023-06-16,10,515.39
2023-06-16,11,779.23
2023-06-16,12,208.64
2023-06-16,13,198.13
2023-06-16,14,172.98
2023-06-16,15,462.58
2023-06-16,16,560.6
2023-06-16,17,517.99
2023-06-16,18,448.12
2023-06-16,19,350.05
2023-06-16,20,91.54
2023-06-16,21,226.76
2023-06-17,8,856.8
2023-06-17,9,423.15
2023-06-17,10,395.02
2023-06-17,11,584.65
2023-06-17,12,1251.39
2023-06-17,13,527.19
2023-06-17,14,515.55
2023-06-17,15,407.38
2023-06-17,16,1087.25
2023-06-17,17,613.35
2023-06-17,18,1131.76
2023-06-17,19,431.4
2023-06-17,20,393.32
2023-06-17,21,547.71
2023-06-18,8,805.39
2023-06-18,9,439.75
2023-06-18,10,539.57
2023-06-18,11,456.15
2023-06-18,12,652.98
2023-06-18,13,881.84
2023-06-18,14,215.54
2023-06-18,15,710.52
2023-06-18,16,1137.05
2023-06-18,17,610.12
2023-06-18,18,1185.63
2023-06-18,19,692.67
2023-06-18,20,759.54
2023-06-18,21,468.25
2023-06-19,8,161.57
2023-06-19,9,278.94
2023-06-19,10,146.92
2023-06-19,11,433.64
2023-06-19,12,570.23
2023-06-19,13,770.69
2023-06-19,14,374.49
2023-06-19,15,225.84
2023-06-19,16,1032.96
2023-06-19,17,549.64
2023-06-19,18,875.7
2023-06-19,19,471.3
2023-06-19,20,138.74
2023-06-19,21,387.13
2023-06-20,8,554.38
2023-06-20,9,352.25
2023-06-20,10,405.13
2023-06-20,11,344.54
2023-06-20,12,746.93
2023-06-20,13,254.22
2023-06-20,14,410.09
2023-06-20,15,346.74
2023-06-20,16,332.33
2023-06-20,17,266.54
2023-06-20,18,351.4
2023-06-20,19,209.49
2023-06-20,20,170.03
2023-06-20,21,585.31
2023-06-21,8,363.23
2023-06-21,9,379.3
2023-06-21,10,299.14
2023-06-21,11,309.13
2023-06-21,12,186.32
2023-06-21,13,320.9
2023-06-21,14,601.01
2023-06-21,15,334.73
2023-06-21,16,422.93
2023-06-21,17,241.78
2023-06-21,18,666.78
2023-06-21,19,90.77
2023-06-21,20,168.72
2023-06-21,21,231.1
2023-06-22,8,215.45
2023-06-22,9,345.12
2023-06-22,10,160.71
2023-06-22,11,444.79
2023-06-22,12,859.22
2023-06-22,13,153.31
2023-06-22,14,188.23
2023-06-22,15,337.41
2023-06-22,16,659.43
2023-06-22,17,362.57
2023-06-22,18,612.25
2023-06-22,19,462.6
2023-06-22,20,262.15
2023-06-22,21,322.94
2023-06-23,8,98.63
2023-06-23,9,432.29
2023-06-23,10,167.54
2023-06-23,11,468.34
2023-06-23,12,545.83
2023-06-23,13,778.91
2023-06-23,14,299.62
2023-06-23,15,347.9
2023-06-23,16,468.51
2023-06-23,17,341.18
2023-06-23,18,238.7
2023-06-23,19,303.64
2023-06-23,20,215.27
2023-06-23,21,447.5
2023-06-24,8,657.71
2023-06-24,9,698.54
2023-06-24,10,530.95
2023-06-24,11,1023.13
2023-06-24,12,618.9
2023-06-24,13,1012.51
2023-06-24,14,733.73
2023-06-24,15,370.03
2023-06-24,16,573.03
2023-06-24,17,833.95
2023-06-24,18,720.96
2023-06-24,19,680.8
2023-06-24,20,471.26
2023-06-24,21,284.63
2023-06-25,8,789.21
2023-06-25,9,407.99
2023-06-25,10,484.73
2023-06-25,11,779.58
2023-06-25,12,293.75
2023-06-25,13,1232.01
2023-06-25,14,176.19
2023-06-25,15,976.67
2023-06-25,16,1012.34
2023-06-25,17,583.2
2023-06-25,18,586.71
2023-06-25,19,1086.52
2023-06-25,20,785.39
2023-06-25,21,506.95
2023-06-26,8,367.19
2023-06-26,9,221.52
2023-06-26,10,329.61
2023-06-26,11,267.62
2023-06-26,12,307.67
2023-06-26,13,695.26
2023-06-26,14,381.27
2023-06-26,15,323.78
2023-06-26,16,567.16
2023-06-26,17,701.18
2023-06-26,18,785.36
2023-06-26,19,398.43
2023-06-26,20,279.23
2023-06-26,21,137.35
2023-06-27,8,195.74
2023-06-27,9,267.92
2023-06-27,10,198.48
2023-06-27,11,420.71
2023-06-27,12,697.61
2023-06-27,13,234.78
2023-06-27,14,143.57
2023-06-27,15,145.95
2023-06-27,16,487.01
2023-06-27,17,677.11
2023-06-27,18,268.56
2023-06-27,19,406.69
2023-06-27,20,163.27
2023-06-27,21,329.04
2023-06-28,8,109.97
2023-06-28,9,387.34
2023-06-28,10,390.4
2023-06-28,11,266.66
2023-06-28,12,355.63
2023-06-28,13,269.77
2023-06-28,14,100.42
2023-06-28,15,117.32
2023-06-28,16,867.85
2023-06-28,17,630.62
2023-06-28,18,686.72
2023-06-28,19,128.63
2023-06-28,20,482.04
2023-06-28,21,298.41
2023-06-29,8,416.51
2023-06-29,9,223.6
2023-06-29,10,427.74
2023-06-29,11,477.27
2023-06-29,12,180.44
2023-06-29,13,453.38
2023-06-29,14,303.41
2023-06-29,15,469.0
2023-06-29,16,265.63
2023-06-29,17,248.99
2023-06-29,18,493.67
2023-06-29,19,452.33
2023-06-29,20,222.01
2023-06-29,21,66.79
2023-06-30,8,580.5
2023-06-30,9,250.44
2023-06-30,10,234.33
2023-06-30,11,698.51
2023-06-30,12,767.54
2023-06-30,13,674.66
2023-06-30,14,183.22
2023-06-30,15,447.41
2023-06-30,16,277.49
2023-06-30,17,848.8
2023-06-30,18,515.89
2023-06-30,19,600.31
2023-06-30,20,214.49
2023-06-30,21,342.7
2023-07-01,8,382.86
2023-07-01,9,265.86
2023-07-01,10,456.65
2023-07-01,11,958.6
2023-07-01,12,475.81
2023-07-01,13,693.94
2023-07-01,14,359.77
2023-07-01,15,475.47
2023-07-01,16,823.39
2023-07-01,17,715.1
2023-07-01,18,1153.04
2023-07-01,19,848.65
2023-07-01,20,631.86
2023-07-01,21,415.72
2023-07-02,8,471.5
2023-07-02,9,700.96
2023-07-02,10,284.36
2023-07-02,11,697.64
2023-07-02,12,301.18
2023-07-02,13,1283.32
2023-07-02,14,528.76
2023-07-02,15,310.56
2023-07-02,16,642.53
2023-07-02,17,383.39
2023-07-02,18,816.66
2023-07-02,19,849.6
2023-07-02,20,640.56
2023-07-02,21,944.03
2023-07-03,8,272.99
2023-07-03,9,264.91
2023-07-03,10,149.46
2023-07-03,11,652.88
2023-07-03,12,484.58
2023-07-03,13,143.27
2023-07-03,14,168.61
2023-07-03,15,261.57
2023-07-03,16,333.88
2023-07-03,17,829.4
2023-07-03,18,294.79
2023-07-03,19,81.07
2023-07-03,20,406.53
2023-07-03,21,654.6
2023-07-04,8,225.69
2023-07-04,9,149.75
2023-07-04,10,298.88
2023-07-04,11,218.17
2023-07-04,12,511.98
2023-07-04,13,184.7
2023-07-04,14,348.46
2023-07-04,15,294.95
2023-07-04,16,370.56
2023-07-04,17,433.48
2023-07-04,18,344.16
2023-07-04,19,463.97
2023-07-04,20,406.74
2023-07-04,21,333.31
2023-07-05,8,409.96
2023-07-05,9,349.74
2023-07-05,10,334.09
2023-07-05,11,743.59
2023-07-05,12,509.95
2023-07-05,13,736.42
2023-07-05,14,96.43
2023-07-05,15,195.18
2023-07-05,16,650.42
2023-07-05,17,738.71
2023-07-05,18,297.08
2023-07-05,19,362.67
2023-07-05,20,266.98
2023-07-05,21,485.9
2023-07-06,8,158.51
2023-07-06,9,130.88
2023-07-06,10,98.3
2023-07-06,11,694.56
2023-07-06,12,135.45
2023-07-06,13,533.7
2023-07-06,14,395.87
2023-07-06,15,131.85
2023-07-06,16,187.19
2023-07-06,17,421.77
2023-07-06,18,514.36
2023-07-06,19,287.24
2023-07-06,20,301.04
2023-07-06,21,360.79
2023-07-07,8,392.06
2023-07-07,9,213.58
2023-07-07,10,125.03
2023-07-07,11,407.73
2023-07-07,12,401.89
2023-07-07,13,571.89
2023-07-07,14,420.84
2023-07-07,15,365.97
2023-07-07,16,375.6
2023-07-07,17,467.1
2023-07-07,18,386.24
2023-07-07,19,265.82
2023-07-07,20,180.9
2023-07-07,21,313.36
2023-07-08,8,209.7
2023-07-08,9,456.06
2023-07-08,10,304.48
2023-07-08,11,482.69
2023-07-08,12,743.59
2023-07-08,13,1136.04
2023-07-08,14,472.1
2023-07-08,15,390.6
2023-07-08,16,718.06
2023-07-08,17,873.73
2023-07-08,18,337.69
2023-07-08,19,788.81
2023-07-08,20,459.09
2023-07-08,21,422.52
2023-07-09,8,762.3
2023-07-09,9,513.28
2023-07-09,10,238.07
2023-07-09,11,413.16
2023-07-09,12,842.2
2023-07-09,13,746.47
2023-07-09,14,564.09
2023-07-09,15,336.01
2023-07-09,16,522.54
2023-07-09,17,649.93
2023-07-09,18,403.33
2023-07-09,19,609.36
2023-07-09,20,933.78
2023-07-09,21,326.19
2023-07-10,8,406.4
2023-07-10,9,216.86
2023-07-10,10,393.57
2023-07-10,11,575.57
2023-07-10,12,734.64
2023-07-10,13,161.72
2023-07-10,14,289.37
2023-07-10,15,400.67
2023-07-10,16,219.75
2023-07-10,17,814.67
2023-07-10,18,402.8
2023-07-10,19,44.74
2023-07-10,20,453.11
2023-07-10,21,135.94
2023-07-11,8,454.6
2023-07-11,9,165.85
2023-07-11,10,354.55
2023-07-11,11,168.03
2023-07-11,12,733.81
2023-07-11,13,660.52
2023-07-11,14,253.16
2023-07-11,15,549.43
2023-07-11,16,488.14
2023-07-11,17,217.43
2023-07-11,18,166.63
2023-07-11,19,252.53
2023-07-11,20,559.27
2023-07-11,21,492.21
2023-07-12,8,200.07
2023-07-12,9,94.55
2023-07-12,10,331.58
2023-07-12,11,563.51
2023-07-12,12,271.53
2023-07-12,13,534.41
2023-07-12,14,251.33
2023-07-12,15,422.33
2023-07-12,16,623.48
2023-07-12,17,768.04
2023-07-12,18,509.78
2023-07-12,19,391.38
2023-07-12,20,390.18
2023-07-12,21,419.98
2023-07-13,8,144.34
2023-07-13,9,481.77
2023-07-13,10,428.07
2023-07-13,11,813.33
2023-07-13,12,196.0
2023-07-13,13,413.68
2023-07-13,14,257.94
2023-07-13,15,414.48
2023-07-13,16,243.78
2023-07-13,17,837.35
2023-07-13,18,282.36
2023-07-13,19,304.32
2023-07-13,20,348.97
2023-07-13,21,175.97
2023-07-14,8,251.63
2023-07-14,9,208.66
2023-07-14,10,482.36
2023-07-14,11,754.19
2023-07-14,12,626.09
2023-07-14,13,276.35
2023-07-14,14,457.52
2023-07-14,15,309.54
2023-07-14,16,641.92
2023-07-14,17,300.29
2023-07-14,18,185.92
2023-07-14,19,396.12
2023-07-14,20,336.64
2023-07-14,21,285.14
2023-07-15,8,233.09
2023-07-15,9,346.91
2023-07-15,10,617.98
2023-07-15,11,652.38
2023-07-15,12,857.41
2023-07-15,13,681.04
2023-07-15,14,356.08
2023-07-15,15,480.56
2023-07-15,16,679.65
2023-07-15,17,1226.68
2023-07-15,18,400.97
2023-07-15,19,544.56
2023-07-15,20,330.37
2023-07-15,21,1086.22
2023-07-16,8,221.8
2023-07-16,9,278.39
2023-07-16,10,230.42
2023-07-16,11,333.94
2023-07-16,12,917.71
2023-07-16,13,895.09
2023-07-16,14,400.95
2023-07-16,15,440.45
2023-07-16,16,900.0
2023-07-16,17,529.14
2023-07-16,18,665.73
2023-07-16,19,598.21
2023-07-16,20,588.52
2023-07-16,21,931.39
2023-07-17,8,289.3
2023-07-17,9,513.34
2023-07-17,10,465.82
2023-07-17,11,256.21
2023-07-17,12,263.24
2023-07-17,13,894.51
2023-07-17,14,269.42
2023-07-17,15,209.42
2023-07-17,16,304.64
2023-07-17,17,604.23
2023-07-17,18,666.24
2023-07-17,19,368.06
2023-07-17,20,380.21
2023-07-17,21,421.73
2023-07-18,8,600.42
2023-07-18,9,105.66
2023-07-18,10,257.33
2023-07-18,11,311.58
2023-07-18,12,726.06
2023-07-18,13,693.18
2023-07-18,14,723.21
2023-07-18,15,255.1
2023-07-18,16,653.59
2023-07-18,17,938.12
2023-07-18,18,268.42
2023-07-18,19,171.07
2023-07-18,20,334.9
2023-07-18,21,338.12
2023-07-19,8,369.68
2023-07-19,9,124.08
2023-07-19,10,89.59
2023-07-19,11,225.14
2023-07-19,12,421.81
2023-07-19,13,207.08
2023-07-19,14,601.63
2023-07-19,15,388.51
2023-07-19,16,328.78
2023-07-19,17,497.46
2023-07-19,18,645.65
2023-07-19,19,608.86
2023-07-19,20,75.53
2023-07-19,21,340.85
2023-07-20,8,335.95
2023-07-20,9,192.83
2023-07-20,10,305.24
2023-07-20,11,141.29
2023-07-20,12,891.34
2023-07-20,13,782.18
2023-07-20,14,321.54
2023-07-20,15,341.52
2023-07-20,16,292.05
2023-07-20,17,616.16
2023-07-20,18,331.73
2023-07-20,19,422.18
2023-07-20,20,283.13
2023-07-20,21,156.13
2023-07-21,8,167.8
2023-07-21,9,474.89
2023-07-21,10,203.59
2023-07-21,11,358.47
2023-07-21,12,549.92
2023-07-21,13,582.62
2023-07-21,14,151.63
2023-07-21,15,144.87
2023-07-21,16,446.77
2023-07-21,17,305.29
2023-07-21,18,471.85
2023-07-21,19,273.5
2023-07-21,20,421.19
2023-07-21,21,251.4
2023-07-22,8,254.59
2023-07-22,9,595.07
2023-07-22,10,787.86
2023-07-22,11,1267.94
2023-07-22,12,994.7
2023-07-22,13,1051.98
2023-07-22,14,432.18
2023-07-22,15,318.85
2023-07-22,16,662.04
2023-07-22,17,602.7
2023-07-22,18,1035.73
2023-07-22,19,868.7
2023-07-22,20,186.35
2023-07-22,21,386.66
2023-07-23,8,567.67
2023-07-23,9,844.32
2023-07-23,10,280.2
2023-07-23,11,504.34
2023-07-23,12,575.91
2023-07-23,13,1026.0
2023-07-23,14,1179.47
2023-07-23,15,695.97
2023-07-23,16,914.53
2023-07-23,17,600.25
2023-07-23,18,589.35
2023-07-23,19,407.46
2023-07-23,20,1053.33
2023-07-23,21,384.46
2023-07-24,8,178.06
2023-07-24,9,423.36
2023-07-24,10,435.86
2023-07-24,11,437.03
2023-07-24,12,187.98
2023-07-24,13,845.02
2023-07-24,14,230.89
2023-07-24,15,442.43
2023-07-24,16,657.51
2023-07-24,17,419.82
2023-07-24,18,343.05
2023-07-24,19,178.51
2023-07-24,20,372.5
2023-07-24,21,467.44
2023-07-25,8,75.34
2023-07-25,9,558.78
2023-07-25,10,266.74
2023-07-25,11,654.94
2023-07-25,12,658.32
2023-07-25,13,471.7
2023-07-25,14,352.69
2023-07-25,15,145.47
2023-07-25,16,562.53
2023-07-25,17,642.16
2023-07-25,18,426.26
2023-07-25,19,384.65
2023-07-25,20,414.72
2023-07-25,21,342.28
2023-07-26,8,339.23
2023-07-26,9,263.11
2023-07-26,10,378.34
2023-07-26,11,382.1
2023-07-26,12,315.82
2023-07-26,13,237.08
2023-07-26,14,413.01
2023-07-26,15,148.8
2023-07-26,16,732.47
2023-07-26,17,272.89
2023-07-26,18,368.12
2023-07-26,19,141.77
2023-07-26,20,454.83
2023-07-26,21,324.76
2023-07-27,8,349.68
2023-07-27,9,215.4
2023-07-27,10,238.86
2023-07-27,11,311.54
2023-07-27,12,565.34
2023-07-27,13,420.33
2023-07-27,14,100.84
2023-07-27,15,373.33
2023-07-27,16,430.24
2023-07-27,17,346.75
2023-07-27,18,422.3
2023-07-27,19,307.95
2023-07-27,20,377.09
2023-07-27,21,83.07
2023-07-28,8,289.54
2023-07-28,9,280.62
2023-07-28,10,561.94
2023-07-28,11,534.72
2023-07-28,12,906.13
2023-07-28,13,541.98
2023-07-28,14,469.45
2023-07-28,15,233.88
2023-07-28,16,526.16
2023-07-28,17,561.99
2023-07-28,18,408.91
2023-07-28,19,154.71
2023-07-28,20,485.21
2023-07-28,21,348.36
2023-07-29,8,655.73
2023-07-29,9,427.23
2023-07-29,10,409.95
2023-07-29,11,435.9
2023-07-29,12,650.46
2023-07-29,13,782.36
2023-07-29,14,885.52
2023-07-29,15,581.96
2023-07-29,16,838.15
2023-07-29,17,508.09
2023-07-29,18,922.64
2023-07-29,19,402.38
2023-07-29,20,566.6
2023-07-29,21,763.76
2023-07-30,8,332.28
2023-07-30,9,613.72
2023-07-30,10,730.78
2023-07-30,11,692.83
2023-07-30,12,886.56
2023-07-30,13,379.54
2023-07-30,14,745.03
2023-07-30,15,426.47
2023-07-30,16,709.02
2023-07-30,17,573.15
2023-07-30,18,552.07
2023-07-30,19,591.41
2023-07-30,20,803.98
2023-07-30,21,512.54
2023-07-31,8,232.79
2023-07-31,9,221.3
2023-07-31,10,547.36
2023-07-31,11,432.43
2023-07-31,12,347.81
2023-07-31,13,718.51
2023-07-31,14,142.93
2023-07-31,15,234.12
2023-07-31,16,436.7
2023-07-31,17,309.75
2023-07-31,18,696.69
2023-07-31,19,409.17
2023-07-31,20,323.37
2023-07-31,21,197.9
2023-08-01,8,465.43
2023-08-01,9,132.87
2023-08-01,10,286.67
2023-08-01,11,441.72
2023-08-01,12,717.33
2023-08-01,13,314.67
2023-08-01,14,314.75
2023-08-01,15,609.38
2023-08-01,16,649.01
2023-08-01,17,983.56
2023-08-01,18,339.46
2023-08-01,19,355.1
2023-08-01,20,213.96
2023-08-01,21,114.65
2023-08-02,8,216.99
2023-08-02,9,400.35
2023-08-02,10,359.97
2023-08-02,11,385.71
2023-08-02,12,988.63
2023-08-02,13,269.32
2023-08-02,14,219.66
2023-08-02,15,322.49
2023-08-02,16,534.01
2023-08-02,17,737.84
2023-08-02,18,443.32
2023-08-02,19,203.87
2023-08-02,20,607.8
2023-08-02,21,265.36
2023-08-03,8,496.11
2023-08-03,9,549.49
2023-08-03,10,311.0
2023-08-03,11,607.65
2023-08-03,12,524.6
2023-08-03,13,835.93
2023-08-03,14,476.96
2023-08-03,15,573.05
2023-08-03,16,797.23
2023-08-03,17,569.27
2023-08-03,18,452.95
2023-08-03,19,309.62
2023-08-03,20,136.0
2023-08-03,21,495.44
2023-08-04,8,389.72
2023-08-04,9,102.33
2023-08-04,10,145.67
2023-08-04,11,806.51
2023-08-04,12,387.7
2023-08-04,13,335.55
2023-08-04,14,213.93
2023-08-04,15,430.36
2023-08-04,16,503.64
2023-08-04,17,291.53
2023-08-04,18,713.21
2023-08-04,19,389.65
2023-08-04,20,163.84
2023-08-04,21,198.75
2023-08-05,8,466.23
2023-08-05,9,481.24
2023-08-05,10,745.81
2023-08-05,11,325.93
2023-08-05,12,1017.33
2023-08-05,13,343.12
2023-08-05,14,616.84
2023-08-05,15,829.3
2023-08-05,16,1088.02
2023-08-05,17,716.61
2023-08-05,18,740.97
2023-08-05,19,504.87
2023-08-05,20,571.31
2023-08-05,21,467.44
2023-08-06,8,456.13
2023-08-06,9,915.8
2023-08-06,10,732.05
2023-08-06,11,643.19
2023-08-06,12,646.45
2023-08-06,13,1167.18
2023-08-06,14,388.71
2023-08-06,15,436.9
2023-08-06,16,373.78
2023-08-06,17,726.82
2023-08-06,18,1189.93
2023-08-06,19,547.81
2023-08-06,20,799.1
2023-08-06,21,347.66
2023-08-07,8,399.35
2023-08-07,9,432.41
2023-08-07,10,456.18
2023-08-07,11,202.82
2023-08-07,12,990.32
2023-08-07,13,724.87
2023-08-07,14,120.94
2023-08-07,15,139.48
2023-08-07,16,904.19
2023-08-07,17,651.98
2023-08-07,18,345.76
2023-08-07,19,134.59
2023-08-07,20,182.83
2023-08-07,21,195.49
2023-08-08,8,328.59
2023-08-08,9,413.33
2023-08-08,10,339.14
2023-08-08,11,146.98
2023-08-08,12,396.74
2023-08-08,13,523.23
2023-08-08,14,386.52
2023-08-08,15,208.84
2023-08-08,16,431.22
2023-08-08,17,952.65
2023-08-08,18,304.99
2023-08-08,19,256.65
2023-08-08,20,569.93
2023-08-08,21,471.63
2023-08-09,8,482.8
2023-08-09,9,361.02
2023-08-09,10,187.91
2023-08-09,11,367.99
2023-08-09,12,524.0
2023-08-09,13,626.09
2023-08-09,14,159.91
2023-08-09,15,430.19
2023-08-09,16,239.49
2023-08-09,17,407.86
2023-08-09,18,223.35
2023-08-09,19,110.99
2023-08-09,20,303.49
2023-08-09,21,117.55
2023-08-10,8,37.38
2023-08-10,9,338.65
2023-08-10,10,354.09
2023-08-10,11,711.35
2023-08-10,12,707.96
2023-08-10,13,200.39
2023-08-10,14,186.16
2023-08-10,15,680.09
2023-08-10,16,556.29
2023-08-10,17,563.41
2023-08-10,18,606.27
2023-08-10,19,364.65
2023-08-10,20,192.24
2023-08-10,21,399.35
2023-08-11,8,249.92
2023-08-11,9,471.45
2023-08-11,10,195.45
2023-08-11,11,269.63
2023-08-11,12,681.83
2023-08-11,13,222.8
2023-08-11,14,86.49
2023-08-11,15,322.4
2023-08-11,16,182.87
2023-08-11,17,563.31
2023-08-11,18,726.75
2023-08-11,19,367.0
2023-08-11,20,193.51
2023-08-11,21,426.24
2023-08-12,8,488.63
2023-08-12,9,794.66
2023-08-12,10,793.26
2023-08-12,11,1224.61
2023-08-12,12,1066.04
2023-08-12,13,644.08
2023-08-12,14,598.31
2023-08-12,15,228.11
2023-08-12,16,1182.12
2023-08-12,17,646.42
2023-08-12,18,1036.95
2023-08-12,19,670.14
2023-08-12,20,945.59
2023-08-12,21,879.84
2023-08-13,8,411.36
2023-08-13,9,474.22
2023-08-13,10,675.95
2023-08-13,11,666.98
2023-08-13,12,774.2
2023-08-13,13,877.58
2023-08-13,14,537.9
2023-08-13,15,656.4
2023-08-13,16,698.48
2023-08-13,17,1007.05
2023-08-13,18,739.32
2023-08-13,19,370.83
2023-08-13,20,631.64
2023-08-13,21,681.52
2023-08-14,8,260.38
2023-08-14,9,232.73
2023-08-14,10,23.71
2023-08-14,11,617.89
2023-08-14,12,280.45
2023-08-14,13,391.71
2023-08-14,14,131.14
2023-08-14,15,340.35
2023-08-14,16,239.64
2023-08-14,17,765.43
2023-08-14,18,387.33
2023-08-14,19,304.13
2023-08-14,20,223.25
2023-08-14,21,101.64
2023-08-15,8,172.75
2023-08-15,9,363.58
2023-08-15,10,751.27
2023-08-15,11,556.53
2023-08-15,12,553.53
2023-08-15,13,648.28
2023-08-15,14,116.2
2023-08-15,15,394.85
2023-08-15,16,1025.17
2023-08-15,17,203.35
2023-08-15,18,319.78
2023-08-15,19,97.0
2023-08-15,20,329.92
2023-08-15,21,239.16
2023-08-16,8,578.05
2023-08-16,9,120.22
2023-08-16,10,178.89
2023-08-16,11,372.64
2023-08-16,12,569.16
2023-08-16,13,519.15
2023-08-16,14,78.74
2023-08-16,15,143.87
2023-08-16,16,328.46
2023-08-16,17,543.75
2023-08-16,18,427.28
2023-08-16,19,118.98
2023-08-16,20,425.36
2023-08-16,21,360.65
2023-08-17,8,539.55
2023-08-17,9,149.98
2023-08-17,10,246.4
2023-08-17,11,164.7
2023-08-17,12,375.67
2023-08-17,13,267.26
2023-08-17,14,432.97
2023-08-17,15,173.65
2023-08-17,16,378.69
2023-08-17,17,544.26
2023-08-17,18,232.74
2023-08-17,19,84.18
2023-08-17,20,142.29
2023-08-17,21,199.6
2023-08-18,8,538.03
2023-08-18,9,187.44
2023-08-18,10,302.32
2023-08-18,11,402.57
2023-08-18,12,468.41
2023-08-18,13,448.83
2023-08-18,14,360.7
2023-08-18,15,226.76
2023-08-18,16,624.46
2023-08-18,17,655.23
